,work_year,experience_level,employment_type,job_title,salary,salary_currency,employee_residence,remote_ratio,company_location,company_size
102,2021,MI,FT,BI Data Analyst,11000000,HUF,HU,50,US,L
103,2021,MI,FT,Data Analyst,62000,USD,US,0,US,L
104,2021,MI,FT,Data Scientist,73000,USD,US,0,US,L
105,2021,MI,FT,Data Analyst,37456,GBP,GB,50,GB,L
106,2021,MI,FT,Research Scientist,235000,CAD,CA,100,CA,L
107,2021,SE,FT,Data Engineer,115000,USD,US,100,US,S
108,2021,SE,FT,Data Engineer,150000,USD,US,100,US,M
109,2021,EN,FT,Data Engineer,2250000,INR,IN,100,IN,L
110,2021,SE,FT,Machine Learning Engineer,80000,EUR,DE,50,DE,L
111,2021,SE,FT,Director of Data Engineering,82500,GBP,GB,100,GB,M
112,2021,SE,FT,Lead Data Engineer,75000,GBP,GB,100,GB,S
113,2021,EN,PT,AI Scientist,12000,USD,PK,100,US,M
114,2021,MI,FT,Data Engineer,38400,EUR,NL,100,NL,L
115,2021,EN,FT,Machine Learning Scientist,225000,USD,US,100,US,L
116,2021,MI,FT,Data Scientist,50000,USD,NG,100,NG,L
117,2021,MI,FT,Data Science Engineer,34000,EUR,GR,100,GR,M
118,2021,EN,FT,Data Analyst,90000,USD,US,100,US,S
119,2021,MI,FT,Data Engineer,200000,USD,US,100,US,L
120,2021,MI,FT,Big Data Engineer,60000,USD,ES,50,RO,M
121,2021,SE,FT,Principal Data Engineer,200000,USD,US,100,US,M
122,2021,EN,FT,Data Analyst,50000,USD,US,100,US,M
123,2021,EN,FT,Applied Data Scientist,80000,GBP,GB,0,GB,L
124,2021,EN,PT,Data Analyst,8760,EUR,ES,50,ES,M
125,2021,MI,FT,Principal Data Scientist,151000,USD,US,100,US,L
126,2021,SE,FT,Machine Learning Scientist,120000,USD,US,50,US,S
127,2021,MI,FT,Data Scientist,700000,INR,IN,0,IN,S
128,2021,EN,FT,Machine Learning Engineer,20000,USD,IN,100,IN,S
129,2021,SE,FT,Lead Data Scientist,3000000,INR,IN,50,IN,L
130,2021,EN,FT,Machine Learning Developer,100000,USD,IQ,50,IQ,S
131,2021,EN,FT,Data Scientist,42000,EUR,FR,50,FR,M
132,2021,MI,FT,Applied Machine Learning Scientist,38400,USD,VN,100,US,M
133,2021,SE,FT,Computer Vision Engineer,24000,USD,BR,100,BR,M
134,2021,EN,FT,Data Scientist,100000,USD,US,0,US,S
135,2021,MI,FT,Data Analyst,90000,USD,US,100,US,M
136,2021,MI,FT,ML Engineer,7000000,JPY,JP,50,JP,S
137,2021,MI,FT,ML Engineer,8500000,JPY,JP,50,JP,S
138,2021,SE,FT,Principal Data Scientist,220000,USD,US,0,US,L
139,2021,EN,FT,Data Scientist,80000,USD,US,100,US,M
140,2021,MI,FT,Data Analyst,135000,USD,US,100,US,L
141,2021,SE,FT,Data Science Manager,240000,USD,US,0,US,L
142,2021,SE,FT,Data Engineering Manager,150000,USD,US,0,US,L
143,2021,MI,FT,Data Scientist,82500,USD,US,100,US,S
144,2021,MI,FT,Data Engineer,100000,USD,US,100,US,L
145,2021,SE,FT,Machine Learning Engineer,70000,EUR,BE,50,BE,M
146,2021,MI,FT,Research Scientist,53000,EUR,FR,50,FR,M
147,2021,MI,FT,Data Engineer,90000,USD,US,100,US,L
148,2021,SE,FT,Data Engineering Manager,153000,USD,US,100,US,L
149,2021,SE,FT,Cloud Data Engineer,160000,USD,BR,100,US,S
150,2021,SE,FT,Director of Data Science,168000,USD,JP,0,JP,S
151,2021,MI,FT,Data Scientist,150000,USD,US,100,US,M
152,2021,MI,FT,Data Scientist,95000,CAD,CA,100,CA,L
153,2021,EN,FT,Data Scientist,13400,USD,UA,100,UA,L
154,2021,SE,FT,Data Science Manager,144000,USD,US,100,US,L
155,2021,SE,FT,Data Science Engineer,159500,CAD,CA,50,CA,L
156,2021,MI,FT,Data Scientist,160000,SGD,SG,100,IL,M
157,2021,MI,FT,Applied Machine Learning Scientist,423000,USD,US,50,US,L
158,2021,SE,FT,Data Analytics Manager,120000,USD,US,100,US,M
159,2021,EN,FT,Machine Learning Engineer,125000,USD,US,100,US,S
160,2021,EX,FT,Head of Data,230000,USD,RU,50,RU,L
161,2021,EX,FT,Head of Data Science,85000,USD,RU,0,RU,M
162,2021,MI,FT,Data Engineer,24000,EUR,MT,50,MT,L
163,2021,EN,FT,Data Science Consultant,54000,EUR,DE,50,DE,L
164,2021,EX,FT,Director of Data Science,110000,EUR,DE,50,DE,M
165,2021,SE,FT,Data Specialist,165000,USD,US,100,US,L
166,2021,EN,FT,Data Engineer,80000,USD,US,100,US,L
167,2021,EX,FT,Director of Data Science,250000,USD,US,0,US,L
168,2021,EN,FT,BI Data Analyst,55000,USD,US,50,US,S
169,2021,MI,FT,Data Architect,150000,USD,US,100,US,L
170,2021,MI,FT,Data Architect,170000,USD,US,100,US,L
171,2021,MI,FT,Data Engineer,60000,GBP,GB,100,GB,L
172,2021,EN,FT,Data Analyst,60000,USD,US,100,US,S
173,2021,SE,FT,Principal Data Scientist,235000,USD,US,100,US,L
174,2021,SE,FT,Research Scientist,51400,EUR,PT,50,PT,L
175,2021,SE,FT,Data Engineering Manager,174000,USD,US,100,US,L
176,2021,MI,FT,Data Scientist,58000,MXN,MX,0,MX,S
177,2021,MI,FT,Data Scientist,30400000,CLP,CL,100,CL,L
178,2021,EN,FT,Machine Learning Engineer,81000,USD,US,50,US,S
179,2021,MI,FT,Data Scientist,420000,INR,IN,100,US,S
180,2021,MI,FT,Big Data Engineer,1672000,INR,IN,0,IN,L
181,2021,MI,FT,Data Scientist,76760,EUR,DE,50,DE,L
182,2021,MI,FT,Data Engineer,22000,EUR,RO,0,US,L
183,2021,SE,FT,Finance Data Analyst,45000,GBP,GB,50,GB,L
184,2021,MI,FL,Machine Learning Scientist,12000,USD,PK,50,PK,M
185,2021,MI,FT,Data Engineer,4000,USD,IR,100,IR,M
186,2021,SE,FT,Data Analytics Engineer,50000,USD,VN,100,GB,M
187,2021,EX,FT,Data Science Consultant,59000,EUR,FR,100,ES,S
188,2021,SE,FT,Data Engineer,65000,EUR,RO,50,GB,S
189,2021,MI,FT,Machine Learning Engineer,74000,USD,JP,50,JP,S
190,2021,SE,FT,Data Science Manager,152000,USD,US,100,FR,L
191,2021,EN,FT,Machine Learning Engineer,21844,USD,CO,50,CO,M
192,2021,MI,FT,Big Data Engineer,18000,USD,MD,0,MD,S
193,2021,SE,FT,Data Science Manager,174000,USD,US,100,US,L
194,2021,SE,FT,Research Scientist,120500,CAD,CA,50,CA,L
195,2021,MI,FT,Data Scientist,147000,USD,US,50,US,L
196,2021,EN,FT,BI Data Analyst,9272,USD,KE,100,KE,S
197,2021,SE,FT,Machine Learning Engineer,1799997,INR,IN,100,IN,L
198,2021,SE,FT,Data Science Manager,4000000,INR,IN,50,US,L
199,2021,EN,FT,Data Science Consultant,90000,USD,US,100,US,S
200,2021,MI,FT,Data Scientist,52000,EUR,DE,50,AT,M
201,2021,SE,FT,Machine Learning Infrastructure Engineer,195000,USD,US,100,US,M
202,2021,MI,FT,Data Scientist,32000,EUR,ES,100,ES,L
203,2021,SE,FT,Research Scientist,50000,USD,FR,100,US,S
204,2021,MI,FT,Data Scientist,160000,USD,US,100,US,L
205,2021,MI,FT,Data Scientist,69600,BRL,BR,0,BR,S
206,2021,SE,FT,Machine Learning Engineer,200000,USD,US,100,US,L
207,2021,SE,FT,Data Engineer,165000,USD,US,0,US,M
208,2021,MI,FL,Data Engineer,20000,USD,IT,0,US,L
209,2021,SE,FT,Data Analytics Manager,120000,USD,US,0,US,L
210,2021,MI,FT,Machine Learning Engineer,21000,EUR,SI,50,SI,L
211,2021,MI,FT,Research Scientist,48000,EUR,FR,50,FR,S
212,2021,MI,FT,Data Engineer,48000,GBP,HK,50,GB,S
213,2021,EN,FT,Big Data Engineer,435000,INR,IN,0,CH,L
214,2021,EN,FT,Machine Learning Engineer,21000,EUR,DE,50,DE,M
215,2021,SE,FT,Principal Data Engineer,185000,USD,US,100,US,L
216,2021,EN,PT,Computer Vision Engineer,180000,DKK,DK,50,DK,S
217,2021,MI,FT,Data Scientist,76760,EUR,DE,50,DE,L
218,2021,MI,FT,Machine Learning Engineer,75000,EUR,BE,100,BE,M
219,2021,SE,FT,Data Analytics Manager,140000,USD,US,100,US,L
220,2021,MI,FT,Machine Learning Engineer,180000,PLN,PL,100,PL,L
221,2021,MI,FT,Data Scientist,85000,GBP,GB,50,GB,L
222,2021,MI,FT,Data Scientist,2500000,INR,IN,0,IN,M
223,2021,MI,FT,Data Scientist,40900,GBP,GB,50,GB,L
224,2021,SE,FT,Machine Learning Scientist,225000,USD,US,100,CA,L
225,2021,EX,CT,Principal Data Scientist,416000,USD,US,100,US,S
226,2021,SE,FT,Data Scientist,110000,CAD,CA,100,CA,S
227,2021,MI,FT,Data Scientist,75000,EUR,DE,50,DE,L
228,2021,SE,FT,Data Scientist,135000,USD,US,0,US,L
229,2021,SE,FT,Data Analyst,90000,CAD,CA,100,CA,M
230,2021,EN,FT,Big Data Engineer,1200000,INR,IN,100,IN,L
231,2021,SE,FT,ML Engineer,256000,USD,US,100,US,S
232,2021,SE,FT,Director of Data Engineering,200000,USD,US,100,US,L
233,2021,SE,FT,Data Analyst,200000,USD,US,100,US,L
234,2021,MI,FT,Data Architect,180000,USD,US,100,US,L
235,2021,MI,FT,Head of Data Science,110000,USD,US,0,US,S
236,2021,MI,FT,Research Scientist,80000,CAD,CA,100,CA,M
237,2021,MI,FT,Data Scientist,39600,EUR,ES,100,ES,M
238,2021,EN,FT,Data Scientist,4000,USD,VN,0,VN,M
239,2021,EN,FT,Data Engineer,1600000,INR,IN,50,IN,M
240,2021,SE,FT,Data Scientist,130000,CAD,CA,100,CA,L
241,2021,MI,FT,Data Analyst,80000,USD,US,100,US,L
242,2021,MI,FT,Data Engineer,110000,USD,US,100,US,L
243,2021,SE,FT,Data Scientist,165000,USD,US,100,US,L
244,2021,EN,FT,AI Scientist,1335000,INR,IN,100,AS,S
245,2021,MI,FT,Data Engineer,52500,GBP,GB,50,GB,L
246,2021,EN,FT,Data Scientist,31000,EUR,FR,50,FR,L
247,2021,MI,FT,Data Engineer,108000,TRY,TR,0,TR,M
248,2021,SE,FT,Data Engineer,70000,GBP,GB,50,GB,L
249,2021,SE,FT,Principal Data Analyst,170000,USD,US,100,US,M
250,2021,MI,FT,Data Scientist,115000,USD,US,50,US,L
251,2021,EN,FT,Data Scientist,90000,USD,US,100,US,S
252,2021,EX,FT,Principal Data Engineer,600000,USD,US,100,US,L
253,2021,EN,FT,Data Scientist,2100000,INR,IN,100,IN,M
254,2021,MI,FT,Data Analyst,93000,USD,US,100,US,L
255,2021,SE,FT,Big Data Architect,125000,CAD,CA,50,CA,M
256,2021,MI,FT,Data Engineer,200000,USD,US,100,US,L
257,2021,SE,FT,Principal Data Scientist,147000,EUR,DE,100,DE,M
258,2021,SE,FT,Machine Learning Engineer,185000,USD,US,50,US,L
259,2021,EX,FT,Director of Data Science,120000,EUR,DE,0,DE,L
260,2021,MI,FT,Data Scientist,130000,USD,US,50,US,L
261,2021,SE,FT,Data Analyst,54000,EUR,DE,50,DE,L
262,2021,MI,FT,Data Scientist,1250000,INR,IN,100,IN,S
263,2021,SE,FT,Machine Learning Engineer,4900000,INR,IN,0,IN,L
264,2021,MI,FT,Data Scientist,21600,EUR,RS,100,DE,S
265,2021,SE,FT,Lead Data Engineer,160000,USD,PR,50,US,S
266,2021,MI,FT,Data Engineer,93150,USD,US,0,US,M
267,2021,MI,FT,Data Engineer,111775,USD,US,0,US,M
268,2021,MI,FT,Data Engineer,250000,TRY,TR,100,TR,M
269,2021,EN,FT,Data Engineer,55000,EUR,DE,50,DE,M
270,2021,EN,FT,Data Engineer,72500,USD,US,100,US,L
271,2021,SE,FT,Computer Vision Engineer,102000,BRL,BR,0,BR,M
272,2021,EN,FT,Data Science Consultant,65000,EUR,DE,0,DE,L
273,2021,EN,FT,Machine Learning Engineer,85000,USD,NL,100,DE,S
274,2021,SE,FT,Data Scientist,65720,EUR,FR,50,FR,M
275,2021,EN,FT,Data Scientist,100000,USD,US,100,US,M
276,2021,EN,FT,Data Scientist,58000,USD,US,50,US,L
277,2021,SE,FT,AI Scientist,55000,USD,ES,100,ES,L
278,2021,SE,FT,Data Scientist,180000,TRY,TR,50,TR,L
279,2021,EN,FT,Business Data Analyst,50000,EUR,LU,100,LU,L
280,2021,MI,FT,Data Engineer,112000,USD,US,100,US,L
281,2021,EN,FT,Research Scientist,100000,USD,JE,0,CN,L
282,2021,MI,PT,Data Engineer,59000,EUR,NL,100,NL,L
283,2021,SE,CT,Staff Data Scientist,105000,USD,US,100,US,M
284,2021,MI,FT,Research Scientist,69999,USD,CZ,50,CZ,L
285,2021,SE,FT,Data Science Manager,7000000,INR,IN,50,IN,L
286,2021,SE,FT,Head of Data,87000,EUR,SI,100,SI,L
287,2021,MI,FT,Data Scientist,109000,USD,US,50,US,L
288,2021,MI,FT,Machine Learning Engineer,43200,EUR,IT,50,IT,L
